cid,molecular_weight,iupac_name,isomeric_smiles,molecular_formula
141754216,582.7,"2-[(1S)-1-cyclopropylethyl]-6-[2-[[6-[(3R)-3-hydroxy-2-oxopyrrolidin-1-yl]pyridin-2-yl]amino]-4-methyl-1,3-thiazol-5-yl]-N-methyl-3-oxo-1H-isoindole-4-sulfonamide",CC1=C(SC(=N1)NC2=NC(=CC=C2)N3CC[C@H](C3=O)O)C4=CC5=C(C(=C4)S(=O)(=O)NC)C(=O)N(C5)[C@@H](C)C6CC6,C27H30N6O5S2
141754172,608.7,"2-[(1S)-1-cyclopropylethyl]-6-[4-methyl-2-[[6-(2-oxopyrrolidin-1-yl)pyridin-2-yl]amino]-1,3-thiazol-5-yl]-N-(oxetan-3-yl)-3-oxo-1H-isoindole-4-sulfonamide",CC1=C(SC(=N1)NC2=NC(=CC=C2)N3CCCC3=O)C4=CC5=C(C(=C4)S(=O)(=O)NC6COC6)C(=O)N(C5)[C@@H](C)C7CC7,C29H32N6O5S2
141622014,489.6,7-(2-hydroxypropan-2-yl)-4-[2-methyl-3-(3-oxo-1H-isoindol-2-yl)phenyl]-9H-carbazole-1-carboxamide,CC1=C(C=CC=C1N2CC3=CC=CC=C3C2=O)C4=C5C6=C(C=C(C=C6)C(C)(C)O)NC5=C(C=C4)C(=O)N,C31H27N3O3
141622000,557.6,4-[2-methyl-3-(3-oxo-1H-isoindol-2-yl)phenyl]-7-(4-methylpiperazine-1-carbonyl)-9H-carbazole-1-carboxamide,CC1=C(C=CC=C1N2CC3=CC=CC=C3C2=O)C4=C5C6=C(C=C(C=C6)C(=O)N7CCN(CC7)C)NC5=C(C=C4)C(=O)N,C34H31N5O3
141503261,626.0,"(2S)-N-[(1S)-4-chloro-1-[(3,3-difluorocyclobutyl)carbamoyl]-2,3-dihydroinden-1-yl]-1-(4-cyanopyridin-2-yl)-N-(3,5-difluorophenyl)-5-oxopyrrolidine-2-carboxamide",C1CC(=O)N([C@@H]1C(=O)N(C2=CC(=CC(=C2)F)F)[C@]3(CCC4=C3C=CC=C4Cl)C(=O)NC5CC(C5)(F)F)C6=NC=CC(=C6)C#N,C31H24ClF4N5O3
141503256,559.6,"(2S)-1-(4-cyanopyridin-2-yl)-N-(3-fluorophenyl)-5-oxo-N-[(1S)-1-(phenylcarbamoyl)-2,3-dihydroinden-1-yl]pyrrolidine-2-carboxamide",C1CC(=O)N([C@@H]1C(=O)N(C2=CC(=CC=C2)F)[C@]3(CCC4=CC=CC=C43)C(=O)NC5=CC=CC=C5)C6=NC=CC(=C6)C#N,C33H26FN5O3
141503247,608.0,"(2S)-N-[(1S)-5-chloro-1-[(3,3-difluorocyclobutyl)carbamoyl]-2,3-dihydroinden-1-yl]-1-(4-cyanopyridin-2-yl)-N-(3-fluorophenyl)-5-oxopyrrolidine-2-carboxamide",C1CC(=O)N([C@@H]1C(=O)N(C2=CC(=CC=C2)F)[C@]3(CCC4=C3C=CC(=C4)Cl)C(=O)NC5CC(C5)(F)F)C6=NC=CC(=C6)C#N,C31H25ClF3N5O3
141503237,565.6,"(2S)-1-(4-cyanopyridin-2-yl)-N-[(1S)-1-(cyclohexylcarbamoyl)-2,3-dihydroinden-1-yl]-N-(3-fluorophenyl)-5-oxopyrrolidine-2-carboxamide",C1CCC(CC1)NC(=O)[C@@]2(CCC3=CC=CC=C32)N(C4=CC(=CC=C4)F)C(=O)[C@@H]5CCC(=O)N5C6=NC=CC(=C6)C#N,C33H32FN5O3
140267861,630.0,"(2S)-2-(2-chlorophenyl)-2-(N-[2-[(2S,4S)-1-(4-cyanopyridin-2-yl)-4-hydroxy-5-oxopyrrolidin-2-yl]acetyl]-3,5-difluoroanilino)-N-(3,3-difluorocyclobutyl)acetamide",C1[C@H](N(C(=O)[C@H]1O)C2=NC=CC(=C2)C#N)CC(=O)N(C3=CC(=CC(=C3)F)F)[C@@H](C4=CC=CC=C4Cl)C(=O)NC5CC(C5)(F)F,C30H24ClF4N5O4
140267835,596.0,"(2S)-2-(2-chlorophenyl)-2-(N-[2-[(2S)-1-(4-cyanopyridin-2-yl)-5-oxopyrrolidin-2-yl]acetyl]-3-fluoroanilino)-N-(3,3-difluorocyclobutyl)acetamide",C1CC(=O)N([C@@H]1CC(=O)N(C2=CC(=CC=C2)F)[C@@H](C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,C30H25ClF3N5O3
140267826,614.0,"(2S)-2-(2-chlorophenyl)-2-(N-[2-[(2S)-1-(4-cyanopyridin-2-yl)-5-oxopyrrolidin-2-yl]acetyl]-3,5-difluoroanilino)-N-(3,3-difluorocyclobutyl)acetamide",C1CC(=O)N([C@@H]1CC(=O)N(C2=CC(=CC(=C2)F)F)[C@@H](C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,C30H24ClF4N5O3
140267775,675.1,"(2S)-2-(2-chlorophenyl)-2-(N-[2-[(2S)-1-(4-cyanopyridin-2-yl)-5-oxopyrrolidin-2-yl]acetyl]-3-fluoro-5-sulfamoylanilino)-N-(3,3-difluorocyclobutyl)acetamide",C1CC(=O)N([C@@H]1CC(=O)N(C2=CC(=CC(=C2)S(=O)(=O)N)F)[C@@H](C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,C30H26ClF3N6O5S
140019397,220.22,methyl (2S)-5-oxo-1-pyridin-4-ylpyrrolidine-2-carboxylate,COC(=O)[C@@H]1CCC(=O)N1C2=CC=NC=C2,C11H12N2O3
139593558,369.3,"(2S)-N-[(2,4-dichlorophenyl)methyl]-5-oxo-1-thiophen-2-ylpyrrolidine-2-carboxamide",C1CC(=O)N([C@@H]1C(=O)NCC2=C(C=C(C=C2)Cl)Cl)C3=CC=CS3,C16H14Cl2N2O2S
139587300,545.6,"1-[(4R,9S,10R,11S,16S)-4,16-dihydroxy-11-[(2R,5R,6R)-5-hydroxy-6-methyloxan-2-yl]oxy-4,8,10-trimethyl-3,5,14-trioxo-2-azatetracyclo[7.6.1.02,6.012,16]hexadeca-1(15),7,12-trien-6-yl]ethyl acetate",C[C@@H]1[C@H]2C(=CC3(C(=O)[C@@](C(=O)N3C4=CC(=O)C=C([C@@]24O)[C@H]1O[C@H]5CC[C@H]([C@H](O5)C)O)(C)O)C(C)OC(=O)C)C,C28H35NO10
139577601,358.8,"7-[(3-chlorophenyl)methyl]-2-(3-fluorophenyl)-2,7-diazaspiro[4.4]nonan-1-one",C1CN(CC12CCN(C2=O)C3=CC(=CC=C3)F)CC4=CC(=CC=C4)Cl,C20H20ClFN2O
139577580,384.9,"7-[(3-chlorophenyl)methyl]-2-(4-methoxy-3-methylphenyl)-2,7-diazaspiro[4.4]nonan-1-one",CC1=C(C=CC(=C1)N2CCC3(C2=O)CCN(C3)CC4=CC(=CC=C4)Cl)OC,C22H25ClN2O2
139465349,613.7,"2-[5-(cyclopropylmethyl)-3-[4-fluoro-3-(2-oxopyrrolidin-1-yl)phenyl]-4-[(3-fluoro-4-sulfamoylphenyl)methyl]pyrazol-1-yl]-1,3-thiazole-4-carboxylic acid",C1CC(=O)N(C1)C2=C(C=CC(=C2)C3=NN(C(=C3CC4=CC(=C(C=C4)S(=O)(=O)N)F)CC5CC5)C6=NC(=CS6)C(=O)O)F,C28H25F2N5O5S2
139437096,464.5,"N,N-dimethyl-1-[5-[(3R)-2-oxo-3-[4-(1,3-thiazol-2-yl)phenoxy]pyrrolidin-1-yl]pyrimidin-2-yl]azetidine-3-carboxamide",CN(C)C(=O)C1CN(C1)C2=NC=C(C=N2)N3CC[C@H](C3=O)OC4=CC=C(C=C4)C5=NC=CS5,C23H24N6O3S
139437040,508.5,"N-methyl-1-[5-[(3R)-2-oxo-3-[6-(2,2,2-trifluoroethoxy)pyridin-3-yl]oxypyrrolidin-1-yl]pyrimidin-2-yl]-N-propan-2-ylazetidine-3-carboxamide",CC(C)N(C)C(=O)C1CN(C1)C2=NC=C(C=N2)N3CC[C@H](C3=O)OC4=CN=C(C=C4)OCC(F)(F)F,C23H27F3N6O4
139437037,468.4,"[1-[5-[(3R)-2-oxo-3-[6-(2,2,2-trifluoroethoxy)pyridin-3-yl]oxypyrrolidin-1-yl]pyrimidin-2-yl]azetidin-3-yl] carbamate",C1CN(C(=O)[C@@H]1OC2=CN=C(C=C2)OCC(F)(F)F)C3=CN=C(N=C3)N4CC(C4)OC(=O)N,C19H19F3N6O5
139437017,421.4,5-[(3R)-3-[6-(cyclopropylmethoxy)pyridin-3-yl]oxy-2-oxopyrrolidin-1-yl]-2-(3-hydroxyazetidin-1-yl)pyridine-3-carbonitrile,C1CN(C(=O)[C@@H]1OC2=CN=C(C=C2)OCC3CC3)C4=CC(=C(N=C4)N5CC(C5)O)C#N,C22H23N5O4
139437014,425.4,1-[5-[(3R)-3-[6-(cyclopropylmethoxy)pyridin-3-yl]oxy-2-oxopyrrolidin-1-yl]pyrimidin-2-yl]azetidine-3-carboxylic acid,C1CN(C(=O)[C@@H]1OC2=CN=C(C=C2)OCC3CC3)C4=CN=C(N=C4)N5CC(C5)C(=O)O,C21H23N5O5
139436992,466.4,"methyl 1-[5-[(3R)-2-oxo-3-[6-(2,2,2-trifluoroethoxy)pyridin-3-yl]oxypyrrolidin-1-yl]pyridin-2-yl]azetidine-3-carboxylate",COC(=O)C1CN(C1)C2=NC=C(C=C2)N3CC[C@H](C3=O)OC4=CN=C(C=C4)OCC(F)(F)F,C21H21F3N4O5
139327267,486.5,4-[3-cyano-3-(1-methylcyclopropyl)-2-oxopyrrolidin-1-yl]-N-[[3-fluoro-5-(1-methylpyrazol-4-yl)phenyl]methyl]-6-methylpyridine-2-carboxamide,CC1=CC(=CC(=N1)C(=O)NCC2=CC(=CC(=C2)F)C3=CN(N=C3)C)N4CCC(C4=O)(C#N)C5(CC5)C,C27H27FN6O2
139292146,682.8,"[(1S,4S,5R,6S,8R,9S,13S,16S)-11-ethyl-8,9-dihydroxy-4,6,16,18-tetramethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-(3-methyl-2,5-dioxopyrrolidin-1-yl)benzoate",CCN1C[C@@]2(CC[C@@H]([C@@]34C2C([C@@](C31)([C@]5(C[C@@H]([C@H]6CC4C5[C@H]6OC)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CC(C8=O)C,C37H50N2O10
138404357,710.8,"[(1S,2S,4S,5R,6S,8R,9R,10R,13S,16S,18S)-6-acetyloxy-11-ethyl-8,9-dihydroxy-4,16,18-trimethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl]methyl 2-[(3S)-3-methyl-2,5-dioxopyrrolidin-1-yl]benzoate",CCN1C[C@@]2(CC[C@@H]([C@]34[C@@H]1[C@@]([C@H](C23)OC)([C@]5(C[C@@H]([C@H]6C[C@H]4C5[C@H]6OC)OC(=O)C)O)O)OC)COC(=O)C7=CC=CC=C7N8C(=O)C[C@@H](C8=O)C,C38H50N2O11
137657243,483.5,"2-[6-[(2R,6S)-2,6-dimethylmorpholin-4-yl]pyridin-3-yl]-4-[4-(trifluoromethoxy)phenyl]-3H-isoindol-1-one",C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)N3CC4=C(C=CC=C4C3=O)C5=CC=C(C=C5)OC(F)(F)F,C26H24F3N3O3
137646994,484.5,"2-[6-[(2S,6R)-2,6-dimethylmorpholin-4-yl]pyrimidin-4-yl]-4-[4-(trifluoromethoxy)phenyl]-3H-isoindol-1-one",C[C@@H]1CN(C[C@@H](O1)C)C2=NC=NC(=C2)N3CC4=C(C=CC=C4C3=O)C5=CC=C(C=C5)OC(F)(F)F,C25H23F3N4O3
137635460,435.5,"4-(2,4-difluorophenyl)-2-[6-[(2R,6S)-2,6-dimethylmorpholin-4-yl]pyridin-3-yl]-3H-isoindol-1-one",C[C@@H]1CN(C[C@@H](O1)C)C2=NC=C(C=C2)N3CC4=C(C=CC=C4C3=O)C5=C(C=C(C=C5)F)F,C25H23F2N3O2
137332103,413.5,"(2R)-N-[4-acetyl-5-[4-(2-oxopyrrolidin-1-yl)phenyl]-1,3-thiazol-2-yl]piperazine-2-carboxamide",CC(=O)C1=C(SC(=N1)NC(=O)[C@H]2CNCCN2)C3=CC=C(C=C3)N4CCCC4=O,C20H23N5O3S
136414902,560.5,"8-[3-[[5-oxo-1-[4-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methoxy]-1,2-oxazol-5-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NO3)OCC4CC(=O)N(C4)C5=CC=C(C=C5)C(F)(F)F,C26H27F3N6O5
136414898,510.5,"8-[3-[[1-(3-fluorophenyl)-5-oxopyrrolidin-3-yl]methoxy]-1,2-oxazol-5-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NO3)OCC4CC(=O)N(C4)C5=CC(=CC=C5)F,C25H27FN6O5
136396061,510.5,"8-[3-[[1-(4-fluorophenyl)-5-oxopyrrolidin-3-yl]methoxy]-1,2-oxazol-5-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NO3)OCC4CC(=O)N(C4)C5=CC=C(C=C5)F,C25H27FN6O5
136383804,560.5,"8-[3-[[5-oxo-1-[3-(trifluoromethyl)phenyl]pyrrolidin-3-yl]methoxy]-1,2-oxazol-5-yl]-1,3-dipropyl-7H-purine-2,6-dione",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC(=NO3)OCC4CC(=O)N(C4)C5=CC=CC(=C5)C(F)(F)F,C26H27F3N6O5
136184217,521.6,"2-[5-[(4-fluorophenyl)methyl]-1,3-thiazol-2-yl]-3-hydroxy-7-morpholin-4-yl-9-(2-oxopyrrolidin-1-yl)pyrido[1,2-a]pyrimidin-4-one",C1CC(=O)N(C1)C2=CC(=CN3C2=NC(=C(C3=O)O)C4=NC=C(S4)CC5=CC=C(C=C5)F)N6CCOCC6,C26H24FN5O4S
136032630,504.5,"2-[5-[(4-fluorophenyl)methyl]-1H-imidazol-2-yl]-3-hydroxy-7-morpholin-4-yl-9-(2-oxopyrrolidin-1-yl)pyrido[1,2-a]pyrimidin-4-one",C1CC(=O)N(C1)C2=CC(=CN3C2=NC(=C(C3=O)O)C4=NC=C(N4)CC5=CC=C(C=C5)F)N6CCOCC6,C26H25FN6O4
135869508,405.4,"1-[7-[5-[(4-fluorophenyl)methyl]-1,3,4-oxadiazol-2-yl]-8-hydroxy-1,6-naphthyridin-5-yl]pyrrolidin-2-one",C1CC(=O)N(C1)C2=NC(=C(C3=C2C=CC=N3)O)C4=NN=C(O4)CC5=CC=C(C=C5)F,C21H16FN5O3
135536624,341.3,1-(4-fluorophenyl)-N-[(E)-(2-hydroxyphenyl)methylideneamino]-5-oxopyrrolidine-3-carboxamide,C1C(CN(C1=O)C2=CC=C(C=C2)F)C(=O)N/N=C/C3=CC=CC=C3O,C18H16FN3O3
135518420,736.6,"1-[4-chloro-3-[[5-oxo-1-(2,4,6-trichlorophenyl)pyrazolidin-3-ylidene]amino]phenyl]-3-octadec-1-enylpyrrolidine-2,5-dione",CCCCCCCCCCCCCCCCC=CC1CC(=O)N(C1=O)C2=CC(=C(C=C2)Cl)N=C3CC(=O)N(N3)C4=C(C=C(C=C4Cl)Cl)Cl,C37H46Cl4N4O3
135408280,519.4,"3-(1-hydroxy-3-oxoinden-2-yl)-1-pyridin-2-yl-5-[4-(trifluoromethoxy)phenyl]-3a,6a-dihydro-1H-pyrrolo[3,4-c]pyrrole-4,6-dione",C1=CC=C2C(=C1)C(=C(C2=O)C3=NC(C4C3C(=O)N(C4=O)C5=CC=C(C=C5)OC(F)(F)F)C6=CC=CC=N6)O,C27H16F3N3O5
133053834,368.4,"(1R,5R,8S,16S,17S)-11,12-dimethoxy-5-oxido-15-aza-5-azoniahexacyclo[13.4.2.01,16.05,16.08,17.09,14]henicosa-2,9,11,13-tetraen-21-one",COC1=C(C=C2C(=C1)[C@H]3CC[N@+]4(CC=C[C@@]56[C@@]4([C@H]3CC5)N2C(=O)C6)[O-])OC,C21H24N2O4
132072772,478.5,"methyl (1S,5aR,8S,9R,9aS,10aS)-8-hydroxy-1'-(6-methoxypyrazin-2-yl)-2'-oxospiro[3,5,5a,6,7,8,9,9a,10,10a-decahydro-2H-pyrrolo[1,2-b]isoquinoline-1,3'-indole]-9-carboxylate",COC1=NC(=CN=C1)N2C3=CC=CC=C3[C@@]4(C2=O)CCN5[C@H]4C[C@H]6[C@H](C5)CC[C@@H]([C@@H]6C(=O)OC)O,C26H30N4O5
130449791,452.5,"8-[(2R)-2-hydroxy-2-(4-methyl-1-oxo-3H-2-benzofuran-5-yl)ethyl]-2-(2-methoxypyrimidin-4-yl)-2,8-diazaspiro[4.5]decan-1-one",CC1=C(C=CC2=C1COC2=O)[C@H](CN3CCC4(CC3)CCN(C4=O)C5=NC(=NC=C5)OC)O,C24H28N4O5
130449733,451.5,"8-[(2R)-2-hydroxy-2-(4-methyl-1-oxo-3H-2-benzofuran-5-yl)ethyl]-2-(1-methyl-6-oxopyridin-3-yl)-2,8-diazaspiro[4.5]decan-1-one",CC1=C(C=CC2=C1COC2=O)[C@H](CN3CCC4(CC3)CCN(C4=O)C5=CN(C(=O)C=C5)C)O,C25H29N3O5
130449716,441.5,"8-[(2R)-2-hydroxy-2-(4-methyl-1-oxo-3H-2-benzofuran-5-yl)ethyl]-2-(4-methyl-1,2-thiazol-5-yl)-2,8-diazaspiro[4.5]decan-1-one",CC1=C(SN=C1)N2CCC3(C2=O)CCN(CC3)C[C@@H](C4=C(C5=C(C=C4)C(=O)OC5)C)O,C23H27N3O4S
130449668,428.5,"8-[(2R)-2-hydroxy-2-(4-methyl-1-oxo-3H-2-benzofuran-5-yl)ethyl]-2-(1,2,5-thiadiazol-3-yl)-2,8-diazaspiro[4.5]decan-1-one",CC1=C(C=CC2=C1COC2=O)[C@H](CN3CCC4(CC3)CCN(C4=O)C5=NSN=C5)O,C21H24N4O4S
130307851,386.4,"(3S)-N-[(3,5-difluorophenyl)methyl]-3-hydroxy-2-oxo-1-(1H-pyrrolo[2,3-b]pyridin-5-yl)pyrrolidine-3-carboxamide",C1CN(C(=O)[C@]1(C(=O)NCC2=CC(=CC(=C2)F)F)O)C3=CN=C4C(=C3)C=CN4,C19H16F2N4O3
130307835,501.9,N-(3-aminopropyl)-5-[(3S)-3-[(3-chloro-5-fluorophenyl)methylcarbamoyl]-3-hydroxy-2-oxopyrrolidin-1-yl]-1H-indole-2-carboxamide,C1CN(C(=O)[C@]1(C(=O)NCC2=CC(=CC(=C2)Cl)F)O)C3=CC4=C(C=C3)NC(=C4)C(=O)NCCCN,C24H25ClFN5O4
129845797,209.20,"(E)-3-(2,5-dioxo-3-propan-2-ylidenepyrrolidin-1-yl)prop-2-enoic acid",CC(=C1CC(=O)N(C1=O)/C=C/C(=O)O)C,C10H11NO4
129126909,444.5,"6-[3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-2-oxoindol-1-yl]-7-fluoro-1,3,3-trimethylindol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=C(C5=C(C=C4)C(C(=O)N5C)(C)C)F)(C)C,C26H25FN4O2
129126903,416.4,"3-[6-[3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-2-oxoindol-1-yl]pyrazin-2-yl]-1,3-oxazolidin-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=NC(=CN=C4)N5CCOC5=O)(C)C,C22H20N6O3
129126865,411.5,"3,3-dimethyl-1-[5-(2-methylimidazol-1-yl)pyrazin-2-yl]-6-(2-methylpyrimidin-5-yl)indol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=NC=C(N=C4)N5C=CN=C5C)(C)C,C23H21N7O
129126781,414.5,"6-[3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-2-oxoindol-1-yl]-4-methyl-1,4-benzoxazin-3-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=CC5=C(C=C4)OCC(=O)N5C)(C)C,C24H22N4O3
129104300,430.5,"3-[6-[3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-2-oxoindol-1-yl]-3-methylpyrazin-2-yl]-1,3-oxazolidin-2-one",CC1=NC=C(N=C1N2CCOC2=O)N3C4=C(C=CC(=C4)C5=CN=C(N=C5)C)C(C3=O)(C)C,C23H22N6O3
129104288,416.5,"3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-1-(2-morpholin-4-ylpyrimidin-4-yl)indol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=NC(=NC=C4)N5CCOCC5)(C)C,C23H24N6O2
129104273,427.5,"5-[3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-2-oxoindol-1-yl]-1,3,3-trimethylpyrrolo[2,3-b]pyridin-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=CC5=C(N=C4)N(C(=O)C5(C)C)C)(C)C,C25H25N5O2
129104258,430.5,"3,3-dimethyl-1-(5-methyl-6-morpholin-4-ylpyrazin-2-yl)-6-(2-methylpyrimidin-5-yl)indol-2-one",CC1=NC=C(N=C1N2CCOCC2)N3C4=C(C=CC(=C4)C5=CN=C(N=C5)C)C(C3=O)(C)C,C24H26N6O2
129104212,427.5,"6-[3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-2-oxoindol-1-yl]-1,3,3-trimethylpyrrolo[2,3-b]pyridin-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=NC5=C(C=C4)C(C(=O)N5C)(C)C)(C)C,C25H25N5O2
129104202,369.4,"3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-1-(1H-pyrrolo[2,3-c]pyridin-4-yl)indol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=C5C=CNC5=CN=C4)(C)C,C22H19N5O
129104160,400.5,"3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-1-(6-pyrrolidin-1-ylpyrazin-2-yl)indol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=NC(=CN=C4)N5CCCC5)(C)C,C23H24N6O
129104140,415.5,"3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-1-(5-morpholin-4-ylpyridin-3-yl)indol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=CN=CC(=C4)N5CCOCC5)(C)C,C24H25N5O2
129104129,416.5,"3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-1-(6-morpholin-4-ylpyrazin-2-yl)indol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=NC(=CN=C4)N5CCOCC5)(C)C,C23H24N6O2
129104124,414.5,"3,3-dimethyl-6-(2-methylpyrimidin-5-yl)-1-[6-(2-oxopyrrolidin-1-yl)pyrazin-2-yl]indol-2-one",CC1=NC=C(C=N1)C2=CC3=C(C=C2)C(C(=O)N3C4=NC(=CN=C4)N5CCCC5=O)(C)C,C23H22N6O2
127053602,319.4,"2-[6-(4-propan-2-yl-1,2,4-triazol-3-yl)pyridin-2-yl]-3H-isoindol-1-one",CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,C18H17N5O
127053601,393.4,"2-[6-[4-[(2R)-1-hydroxypropan-2-yl]-1,2,4-triazol-3-yl]pyridin-2-yl]-6-propan-2-yloxy-3H-isoindol-1-one",C[C@H](CO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OC(C)C,C21H23N5O3
127053598,448.5,"6-[[(2S)-4-methylmorpholin-2-yl]methoxy]-2-[6-(4-propan-2-yl-1,2,4-triazol-3-yl)pyridin-2-yl]-3H-isoindol-1-one",CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OC[C@@H]5CN(CCO5)C,C24H28N6O3
127042188,518.0,"2-[3-[(3-chloro-4-methylphenyl)carbamoyl]-4-piperidin-1-ylphenyl]-1,3-dioxoisoindole-5-carboxylic acid",CC1=C(C=C(C=C1)NC(=O)C2=C(C=CC(=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)C(=O)O)N5CCCCC5)Cl,C28H24ClN3O5
127041873,497.5,"methyl 2-[3-[(4-methylphenyl)carbamoyl]-4-piperidin-1-ylphenyl]-1,3-dioxoisoindole-5-carboxylate",CC1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)C(=O)OC)N5CCCCC5,C29H27N3O5
127041565,519.5,"2-[4-anilino-3-[(4-propan-2-ylphenyl)carbamoyl]phenyl]-1,3-dioxoisoindole-5-carboxylic acid",CC(C)C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)C(=O)O)NC5=CC=CC=C5,C31H25N3O5
127040610,483.5,"2-[3-[(4-methylphenyl)carbamoyl]-2-piperidin-1-ylphenyl]-1,3-dioxoisoindole-5-carboxylic acid",CC1=CC=C(C=C1)NC(=O)C2=C(C(=CC=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)C(=O)O)N5CCCCC5,C28H25N3O5
127030726,402.3,"(6R)-5-(5-chloro-1-methyl-6-oxopyridin-3-yl)-6-(4-chlorophenyl)-1,3-dimethyl-6H-pyrrolo[3,4-b]pyrrol-4-one",CC1=CN(C2=C1C(=O)N([C@@H]2C3=CC=C(C=C3)Cl)C4=CN(C(=O)C(=C4)Cl)C)C,C20H17Cl2N3O2
126842887,541.9,"methyl 3-[4-[(3E)-3-[(4-chlorophenyl)-hydroxymethylidene]-2-(3-fluorophenyl)-4,5-dioxopyrrolidin-1-yl]phenyl]benzoate",COC(=O)C1=CC=CC(=C1)C2=CC=C(C=C2)N3C(/C(=C(/C4=CC=C(C=C4)Cl)\O)/C(=O)C3=O)C5=CC(=CC=C5)F,C31H21ClFNO5
126842886,483.9,"(4E)-4-[(4-chlorophenyl)-hydroxymethylidene]-5-(3-fluorophenyl)-1-(4-phenylphenyl)pyrrolidine-2,3-dione",C1=CC=C(C=C1)C2=CC=C(C=C2)N3C(/C(=C(/C4=CC=C(C=C4)Cl)\O)/C(=O)C3=O)C5=CC(=CC=C5)F,C29H19ClFNO3
126842885,412.8,"(4E)-4-[(4-chlorophenyl)-hydroxymethylidene]-5-(3-fluorophenyl)-1-(5-methyl-1,2-oxazol-3-yl)pyrrolidine-2,3-dione",CC1=CC(=NO1)N2C(/C(=C(/C3=CC=C(C=C3)Cl)\O)/C(=O)C2=O)C4=CC(=CC=C4)F,C21H14ClFN2O4
126842884,435.9,"(4E)-4-[(4-chlorophenyl)-hydroxymethylidene]-1-(3-ethylphenyl)-5-(3-fluorophenyl)pyrrolidine-2,3-dione",CCC1=CC(=CC=C1)N2C(/C(=C(/C3=CC=C(C=C3)Cl)\O)/C(=O)C2=O)C4=CC(=CC=C4)F,C25H19ClFNO3
126842883,449.9,"(4E)-1-(3-acetylphenyl)-4-[(4-chlorophenyl)-hydroxymethylidene]-5-(3-fluorophenyl)pyrrolidine-2,3-dione",CC(=O)C1=CC(=CC=C1)N2C(/C(=C(/C3=CC=C(C=C3)Cl)\O)/C(=O)C2=O)C4=CC(=CC=C4)F,C25H17ClFNO4
